,Label,Truth
977,977,Normal
978,978,Normal
979,979,Normal
980,980,Normal
981,981,Normal
982,982,Normal
983,983,Normal
984,984,Normal
985,985,Normal
986,986,Normal
987,987,Normal
988,988,Normal
989,989,Normal
990,990,Normal
991,991,Normal
992,992,Normal
993,993,Normal
994,994,Normal
995,995,Normal
996,996,Normal
997,997,Normal
998,998,Normal
999,999,Normal
1000,1000,Normal
1001,1001,Normal
1002,1002,Normal
1003,1003,Normal
1004,1004,Normal
1005,1005,Normal
1006,1006,Normal
1007,1007,Normal
1008,1008,Normal
1009,1009,Normal
1010,1010,Normal
1011,1011,Normal
1012,1012,Normal
1013,1013,Normal
1014,1014,Normal
1015,1015,Normal
1016,1016,Normal
1017,1017,Normal
1018,1018,Normal
1019,1019,Normal
1020,1020,Normal
1021,1021,Normal
1022,1022,Normal
1023,1023,Normal
1024,1024,Normal
1025,1025,Normal
1026,1026,Normal
1027,1027,Normal
1028,1028,Normal
1029,1029,Normal
1030,1030,Normal
1031,1031,Normal
1032,1032,Normal
1033,1033,Normal
1034,1034,Normal
1035,1035,Normal
1036,1036,Normal
1037,1037,Normal
1038,1038,Normal
1039,1039,Normal
1040,1040,Normal
1041,1041,Normal
1042,1042,Normal
1043,1043,Normal
1044,1044,Normal
1045,1045,Normal
1046,1046,Normal
1047,1047,Normal
1048,1048,Normal
1049,1049,Normal
1050,1050,Normal
1051,1051,Normal
1052,1052,Normal
1053,1053,Normal
1054,1054,Normal
1055,1055,Normal
1056,1056,Normal
1057,1057,Normal
1058,1058,Normal
1059,1059,Normal
1060,1060,Normal
1061,1061,Normal
1062,1062,Normal
1063,1063,Normal
1064,1064,Normal
1065,1065,Normal
1066,1066,Normal
1067,1067,Normal
1068,1068,Normal
1069,1069,Normal
1070,1070,Normal
1071,1071,Normal
1072,1072,Normal
1073,1073,Normal
1074,1074,Normal
1075,1075,Normal
1076,1076,Normal
1077,1077,Normal
1078,1078,Normal
1079,1079,Normal
1080,1080,Normal
1081,1081,Normal
1082,1082,Normal
1083,1083,Normal
1084,1084,Normal
1085,1085,Normal
1086,1086,Normal
1087,1087,Normal
1088,1088,Normal
1089,1089,Normal
1090,1090,Normal
1091,1091,Normal
1092,1092,Normal
1093,1093,Normal
1094,1094,Normal
1095,1095,Normal
1096,1096,Normal
1097,1097,Normal
1098,1098,Abnormal
1099,1099,Abnormal
1100,1100,Abnormal
1101,1101,Abnormal
1102,1102,Abnormal
1103,1103,Abnormal
1104,1104,Abnormal
1105,1105,Abnormal
1106,1106,Abnormal
1107,1107,Abnormal
1108,1108,Abnormal
1109,1109,Abnormal
1110,1110,Abnormal
1111,1111,Abnormal
1112,1112,Abnormal
1113,1113,Abnormal
1114,1114,Abnormal
1115,1115,Abnormal
1116,1116,Abnormal
1117,1117,Abnormal
1118,1118,Abnormal
1119,1119,Abnormal
1120,1120,Abnormal
1121,1121,Abnormal
1122,1122,Abnormal
1123,1123,Abnormal
1124,1124,Abnormal
1125,1125,Abnormal
1126,1126,Abnormal
1127,1127,Abnormal
1128,1128,Abnormal
1129,1129,Abnormal
1130,1130,Abnormal
1131,1131,Abnormal
1132,1132,Abnormal
1133,1133,Abnormal
1134,1134,Abnormal
1135,1135,Abnormal
1136,1136,Abnormal
1137,1137,Abnormal
1138,1138,Abnormal
1139,1139,Abnormal
1140,1140,Abnormal
1141,1141,Abnormal
1142,1142,Abnormal
1143,1143,Abnormal
1144,1144,Abnormal
1145,1145,Abnormal
1146,1146,Abnormal
1147,1147,Abnormal
1148,1148,Abnormal
1149,1149,Abnormal
1150,1150,Abnormal
1151,1151,Abnormal
1152,1152,Abnormal
1153,1153,Abnormal
1154,1154,Abnormal
1155,1155,Abnormal
1156,1156,Abnormal
1157,1157,Abnormal
1158,1158,Abnormal
1159,1159,Abnormal
1160,1160,Abnormal
1161,1161,Abnormal
1162,1162,Abnormal
1163,1163,Abnormal
1164,1164,Abnormal
1165,1165,Abnormal
1166,1166,Abnormal
1167,1167,Abnormal
1168,1168,Abnormal
1169,1169,Abnormal
1170,1170,Abnormal
1171,1171,Abnormal
1172,1172,Abnormal
1173,1173,Abnormal
1174,1174,Abnormal
1175,1175,Abnormal
1176,1176,Abnormal
1177,1177,Abnormal
1178,1178,Abnormal
1179,1179,Abnormal
1180,1180,Abnormal
1181,1181,Abnormal
1182,1182,Abnormal
1183,1183,Abnormal
1184,1184,Abnormal
1185,1185,Abnormal
1186,1186,Abnormal
1187,1187,Abnormal
1188,1188,Abnormal
1189,1189,Abnormal
1190,1190,Abnormal
1191,1191,Abnormal
1192,1192,Abnormal
1193,1193,Abnormal
1194,1194,Abnormal
1195,1195,Abnormal
1196,1196,Abnormal
1197,1197,Abnormal
1198,1198,Abnormal
1199,1199,Abnormal
1200,1200,Abnormal
1201,1201,Abnormal
1202,1202,Abnormal
1203,1203,Abnormal
1204,1204,Abnormal
1205,1205,Abnormal
1206,1206,Abnormal
1207,1207,Abnormal
1208,1208,Abnormal
1209,1209,Abnormal
1210,1210,Abnormal
1211,1211,Abnormal
1212,1212,Abnormal
1213,1213,Abnormal
1214,1214,Abnormal
1215,1215,Abnormal
1216,1216,Abnormal
1217,1217,Abnormal
1218,1218,Abnormal
1219,1219,Abnormal
1220,1220,Abnormal
1221,1221,Abnormal
1222,1222,Abnormal
1223,1223,Abnormal
1224,1224,Abnormal
1225,1225,Abnormal
1226,1226,Abnormal
1227,1227,Abnormal
1228,1228,Abnormal
1229,1229,Abnormal
1230,1230,Abnormal
1231,1231,Abnormal
1232,1232,Abnormal
1233,1233,Abnormal
1234,1234,Abnormal
1235,1235,Abnormal
1236,1236,Abnormal
1237,1237,Abnormal
1238,1238,Abnormal
1239,1239,Abnormal
1240,1240,Abnormal
1241,1241,Abnormal
1242,1242,Abnormal
1243,1243,Abnormal
1244,1244,Abnormal
1245,1245,Abnormal
1246,1246,Abnormal
1247,1247,Abnormal
1248,1248,Abnormal
1249,1249,Abnormal
1250,1250,Abnormal
1251,1251,Abnormal
1252,1252,Abnormal
1253,1253,Abnormal
1254,1254,Abnormal
1255,1255,Abnormal
1256,1256,Abnormal
1257,1257,Abnormal
1258,1258,Abnormal
1259,1259,Abnormal
1260,1260,Abnormal
1261,1261,Abnormal
1262,1262,Abnormal
1263,1263,Abnormal
1264,1264,Abnormal
1265,1265,Abnormal
1266,1266,Abnormal
1267,1267,Abnormal
1268,1268,Abnormal
1269,1269,Abnormal
1270,1270,Abnormal
1271,1271,Abnormal
1272,1272,Normal
1273,1273,Normal
1274,1274,Normal
1275,1275,Normal
1276,1276,Normal
1277,1277,Normal
1278,1278,Normal
1279,1279,Normal
1280,1280,Normal
1281,1281,Normal
1282,1282,Normal
1283,1283,Normal
1284,1284,Normal
1285,1285,Normal
1286,1286,Normal
1287,1287,Normal
1288,1288,Normal
1289,1289,Normal
1290,1290,Normal
1291,1291,Normal
1292,1292,Normal
1293,1293,Normal
1294,1294,Normal
1295,1295,Normal
1296,1296,Normal
1297,1297,Normal
1298,1298,Normal
1299,1299,Normal
1300,1300,Normal
1301,1301,Normal
1302,1302,Normal
1303,1303,Normal
1304,1304,Normal
1305,1305,Normal
1306,1306,Normal
1307,1307,Normal
1308,1308,Normal
1309,1309,Normal
1310,1310,Normal
1311,1311,Normal
1312,1312,Normal
1313,1313,Normal
1314,1314,Normal
1315,1315,Normal
1316,1316,Normal
1317,1317,Normal
1318,1318,Normal
1319,1319,Normal
1320,1320,Normal
1321,1321,Normal
1322,1322,Normal
1323,1323,Normal
1324,1324,Normal
1325,1325,Normal
1326,1326,Normal
1327,1327,Normal
1328,1328,Normal
1329,1329,Normal
1330,1330,Normal
1331,1331,Normal
1332,1332,Normal
1333,1333,Normal
1334,1334,Normal
1335,1335,Normal
1336,1336,Normal
1337,1337,Normal
1338,1338,Normal
1339,1339,Normal
1340,1340,Normal
1341,1341,Normal
1342,1342,Normal
1343,1343,Normal
1344,1344,Normal
1345,1345,Normal
1346,1346,Normal
1347,1347,Normal
1348,1348,Normal
1349,1349,Normal
1350,1350,Normal
1351,1351,Normal
1352,1352,Normal
1353,1353,Normal
1354,1354,Normal
1355,1355,Normal
1356,1356,Normal
1357,1357,Normal
1358,1358,Normal
1359,1359,Normal
1360,1360,Normal
1361,1361,Normal
1362,1362,Normal
1363,1363,Normal
1364,1364,Normal
1365,1365,Normal
1366,1366,Normal
1367,1367,Normal
1368,1368,Normal
1369,1369,Normal
1370,1370,Normal
1371,1371,Normal
1372,1372,Normal
1373,1373,Normal
1374,1374,Normal
1375,1375,Normal
1376,1376,Normal
1377,1377,Normal
1378,1378,Normal
1379,1379,Normal
1380,1380,Normal
1381,1381,Normal
1382,1382,Normal
1383,1383,Normal
1384,1384,Normal
1385,1385,Normal
1386,1386,Normal
1387,1387,Normal
1388,1388,Normal
1389,1389,Normal
1390,1390,Normal
1391,1391,Normal
1392,1392,Normal
1393,1393,Normal
1394,1394,Normal
1395,1395,Normal
1396,1396,Normal
1397,1397,Normal
1398,1398,Normal
1399,1399,Normal
1400,1400,Normal
1401,1401,Normal
1402,1402,Normal
1403,1403,Normal
1404,1404,Normal
1405,1405,Normal
1406,1406,Normal
1407,1407,Normal
1408,1408,Normal
1409,1409,Normal
1410,1410,Normal
1411,1411,Normal
1412,1412,Normal
1413,1413,Normal
1414,1414,Normal
1415,1415,Normal
1416,1416,Normal
1417,1417,Normal
1418,1418,Normal
1419,1419,Normal
1420,1420,Normal
1421,1421,Normal
1422,1422,Normal
1423,1423,Normal
1424,1424,Normal
1425,1425,Normal
1426,1426,Normal
1427,1427,Normal
1428,1428,Normal
1429,1429,Normal
1430,1430,Normal
1431,1431,Normal
1432,1432,Abnormal
1433,1433,Abnormal
1434,1434,Abnormal
1435,1435,Abnormal
1436,1436,Abnormal
1437,1437,Abnormal
1438,1438,Abnormal
1439,1439,Abnormal
1440,1440,Abnormal
1441,1441,Abnormal
1442,1442,Abnormal
1443,1443,Abnormal
1444,1444,Abnormal
1445,1445,Abnormal
1446,1446,Abnormal
1447,1447,Abnormal
1448,1448,Abnormal
1449,1449,Abnormal
1450,1450,Abnormal
1451,1451,Abnormal
1452,1452,Abnormal
1453,1453,Abnormal
1454,1454,Abnormal
1455,1455,Abnormal
1456,1456,Abnormal
1457,1457,Abnormal
1458,1458,Abnormal
1459,1459,Abnormal
1460,1460,Abnormal
1461,1461,Abnormal
1462,1462,Abnormal
1463,1463,Abnormal
1464,1464,Abnormal
1465,1465,Abnormal
1466,1466,Abnormal
1467,1467,Abnormal
1468,1468,Abnormal
1469,1469,Abnormal
1470,1470,Abnormal
1471,1471,Abnormal
1472,1472,Abnormal
1473,1473,Abnormal
1474,1474,Abnormal
1475,1475,Abnormal
1476,1476,Abnormal
1477,1477,Abnormal
1478,1478,Abnormal
1479,1479,Abnormal
1480,1480,Abnormal
1481,1481,Abnormal
1482,1482,Abnormal
1483,1483,Abnormal
1484,1484,Abnormal
